 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, FwdHeaderLength, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
8080,68141,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,5019.004711,102.7281666,11356.83333,26793.65449,66045,25,68141,22713.66667,38760.50332,67469,25,66659,33329.5,46266.7038,66045,614,0,0,0,0,92,72,58.70180948,44.02635711,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
4184,63,1,1,6,6,6,6,6,0,6,6,6,0,190476.1905,31746.03175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
52920,32,1,1,6,6,6,6,6,0,6,6,6,0,375000,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31250,31250,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
53736,43,1,1,6,6,6,6,6,0,6,6,6,0,279069.7674,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,64797,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5308.887757,108.0296927,10799.5,25577.23513,63006,4,64797,21599,36813.72582,64106,4,63572,31786,44151.74742,63006,566,0,0,0,0,92,72,61.73125299,46.29843974,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
2954,53,1,1,6,6,6,6,6,0,6,6,6,0,226415.0943,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18867.92453,18867.92453,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
8080,104882,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3251.272859,66.74167159,17480.33333,41779.5816,102760,20,104882,34960.66667,59970.78763,104208,20,103433,51716.5,72186.40997,102760,673,0,0,0,0,92,72,38.13809805,28.60357354,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
52921,65,1,1,6,6,6,6,6,0,6,6,6,0,184615.3846,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15384.61538,15384.61538,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,72363,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4712.352998,96.73451902,12060.5,28628.15582,70495,50,72363,24121,41156.28803,71643,69,71093,35546.5,49424.64268,70495,598,0,0,0,0,92,72,55.27686801,41.45765101,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
51755,19,1,1,6,6,6,6,6,0,6,6,6,0,631578.9474,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,78863,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4311.273981,88.76152315,13143.83333,31157.47794,76740,83,78863,26287.66667,44967.58229,78211,83,77389,38694.5,53804.46209,76740,649,0,0,0,0,92,72,50.72087037,38.04065278,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,71763,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4751.752296,97.54330226,11960.5,28413.66325,69957,21,71763,23921,40993.97181,71256,21,70633,35316.5,48989.06491,69957,676,0,0,0,0,92,72,55.73902986,41.8042724,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,62656,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,5458.375894,111.721144,10442.66667,24655.73038,60768,33,62656,20885.33333,35566.2072,61952,33,61350,30675,42557.92873,60768,582,0,0,0,0,92,72,63.84065373,47.8804903,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
4186,95,1,1,6,6,6,6,6,0,6,6,6,0,126315.7895,21052.63158,95,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10526.31579,10526.31579,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
52922,61,1,1,6,6,6,6,6,0,6,6,6,0,196721.3115,32786.88525,61,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16393.44262,16393.44262,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
53742,79,1,1,6,6,6,6,6,0,6,6,6,0,151898.7342,25316.4557,79,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12658.22785,12658.22785,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,62023,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5546.329587,112.8613579,10337.16667,24502.45086,60350,14,62023,20674.33333,35272.17822,61402,47,60918,30459,42272.25759,60350,568,0,0,0,0,92,72,64.4922045,48.36915338,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,12,1,1,6,6,6,6,6,0,6,6,6,0,1000000,166666.6667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,83333.33333,83333.33333,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,16393,237,0,20,0,0,0,0,0,0,0,0,Bot
8080,62528,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5501.535312,111.9498465,10421.33333,24624.53786,60683,19,62528,20842.66667,35472.63005,61801,19,61276,30638,42490.04648,60683,593,0,0,0,0,92,72,63.97134084,47.97850563,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
2956,51,1,1,6,6,6,6,6,0,6,6,6,0,235294.1176,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
8080,80229,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4250.333421,87.25024617,13371.5,31836.92935,78356,21,80229,26743,45711.75127,79525,21,78937,39468.5,54995.22991,78356,581,0,0,0,0,92,72,49.85728353,37.39296264,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
52923,34,1,1,6,6,6,6,6,0,6,6,6,0,352941.1765,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,65081,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5239.624468,107.5582735,10846.83333,25659.21733,63221,38,65081,21693.66667,36948.95106,64357,38,63847,31923.5,44261.34897,63221,626,0,0,0,0,92,72,61.46187059,46.09640294,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
51757,82,1,1,6,6,6,6,6,0,6,6,6,0,146341.4634,24390.2439,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12195.12195,12195.12195,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,63897,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5321.063587,109.5513091,10649.5,24905.91203,61481,50,63897,21299,36301.4872,63215,50,62140,31070,43007.64865,61481,659,0,0,0,0,92,72,62.60074808,46.95056106,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,63794,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5345.330282,109.7281876,10632.33333,25148.74372,61964,19,63794,21264.66667,36280.19923,63156,19,62539,31269.5,43408.57819,61964,575,0,0,0,0,92,72,62.70182149,47.02636612,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,66461,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,5145.875024,105.3249274,11076.83333,26269.58813,64697,62,66461,22153.66667,37807.54941,65809,62,65242,32621,45362.31423,64697,545,0,0,0,0,92,72,60.1856728,45.1392546,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
4190,79,1,1,6,6,6,6,6,0,6,6,6,0,151898.7342,25316.4557,79,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12658.22785,12658.22785,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
52924,33,1,1,6,6,6,6,6,0,6,6,6,0,363636.3636,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30303.0303,30303.0303,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
53744,71,1,1,6,6,6,6,6,0,6,6,6,0,169014.0845,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14084.50704,14084.50704,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,67674,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5083.192954,103.4370659,11279,26804.47016,65991,3,67674,22558,38567.78836,67091,3,66558,33279,46261.75405,65991,567,0,0,0,0,92,72,59.10689482,44.33017111,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
2957,49,1,1,6,6,6,6,6,0,6,6,6,0,244897.9592,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
8080,79912,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4267.193913,87.59635599,13318.66667,31643.0403,77907,54,79912,26637.33333,45472.44225,79143,54,78514,39257,54659.35419,77907,607,0,0,0,0,92,72,50.05506057,37.54129542,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
52925,28,1,1,6,6,6,6,6,0,6,6,6,0,428571.4286,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,35714.28571,35714.28571,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,73464,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4641.729282,95.28476533,12244,29124.03714,71691,70,73464,24488,41877.34327,72843,71,72271,36135.5,50283.07032,71691,580,0,0,0,0,92,72,54.44843733,40.836328,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
51758,19,1,1,6,6,6,6,6,0,6,6,6,0,631578.9474,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,73657,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4615.990334,95.0350951,12276.16667,29034.18764,71539,94,73657,24552.33333,41805.59858,72824,112,72191,36095.5,50124.6784,71539,652,0,0,0,0,92,72,54.30576863,40.72932647,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,97575,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3494.74763,71.73968742,16262.5,38806.27867,95472,22,97575,32525,55835.02823,96997,22,96062,48031,67091.70561,95472,590,0,0,0,0,92,72,40.9941071,30.74558032,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,95234,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,3591.15442,73.50316064,15872.33333,37691.2159,92806,44,95234,31744.66667,54168.93362,94292,88,93658,46829,65021.29696,92806,852,0,0,0,0,92,72,42.00180608,31.50135456,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
4194,52,1,1,6,6,6,6,6,0,6,6,6,0,230769.2308,38461.53846,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
52926,3,1,1,6,6,6,6,6,0,6,6,6,0,4000000,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
53793,12,1,1,6,6,6,6,6,0,6,6,6,0,1000000,166666.6667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,83333.33333,83333.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,73392,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4687.159363,95.37824286,12232,29215.55808,71866,4,73392,24464,42010.52893,72973,4,72447,36223.5,50406.1069,71866,581,0,0,0,0,92,72,54.50185306,40.8763898,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
2958,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
8080,74995,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4546.969798,93.33955597,12499.16667,29609.92363,72937,21,74995,24998.33333,42604.66419,74192,21,73549,36774.5,51141.49795,72937,612,0,0,0,0,92,72,53.33688913,40.00266684,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
52927,34,1,1,6,6,6,6,6,0,6,6,6,0,352941.1765,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,74019,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4606.925249,94.57031303,12336.5,29233.9227,72007,39,74019,24673,42026.38633,73199,39,72599,36299.5,50498.03078,72007,592,0,0,0,0,92,72,54.04017887,40.53013415,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
51759,51,1,1,6,6,6,6,6,0,6,6,6,0,235294.1176,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,80607,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4217.995956,86.84109321,13434.5,31792.87295,78327,44,80607,26869,45923.78555,79896,44,78976,39488,54926.64055,78327,649,0,0,0,0,92,72,49.62348183,37.21761137,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,67653,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5040.426884,103.4691736,11275.5,26718.15121,65811,21,67653,22551,38485.6935,66989,21,66412,33206,46110.4332,65811,601,0,0,0,0,92,72,59.12524204,44.34393153,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,105752,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,3233.98139,66.19260156,17625.33333,42192.83051,103749,24,105752,35250.66667,60297.86608,104875,24,104328,52164,72952.20662,103749,579,0,0,0,0,92,72,37.82434375,28.36825781,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
4196,99,1,1,6,6,6,6,6,0,6,6,6,0,121212.1212,20202.0202,99,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10101.0101,10101.0101,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
53870,43,1,1,6,6,6,6,6,0,6,6,6,0,279069.7674,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
52928,31,1,1,6,6,6,6,6,0,6,6,6,0,387096.7742,64516.12903,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32258.06452,32258.06452,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,70415,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4885.32273,99.41063694,11735.83333,27784.31115,68447,12,70415,23471.66667,39903.7799,69546,12,69026,34513,47989.92303,68447,579,0,0,0,0,92,72,56.80607825,42.60455869,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
2959,50,1,1,6,6,6,6,6,0,6,6,6,0,240000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20000,20000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
8080,70733,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4820.946376,98.96370859,11788.83333,27978.32674,68897,34,70733,23577.66667,40287.92544,70097,34,69525,34762.5,48273.47284,68897,628,0,0,0,0,92,72,56.55069063,42.41301797,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
52929,63,1,1,6,6,6,6,6,0,6,6,6,0,190476.1905,31746.03175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,65252,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5225.893459,107.2764053,10875.33333,25593.68549,63114,39,65252,21750.66667,36917.63836,64377,39,63695,31847.5,44217.50835,63114,581,0,0,0,0,92,72,61.30080304,45.97560228,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
51760,51,1,1,6,6,6,6,6,0,6,6,6,0,235294.1176,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
8080,70747,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4805.857492,98.94412484,11791.16667,27644.17197,68214,75,70747,23582.33333,39969.12379,69732,75,68859,34429.5,47778.4981,68214,645,0,0,0,0,92,72,56.53949991,42.40462493,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,71906,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4742.30245,97.34931716,11984.33333,28437.82423,70030,19,71906,23968.66667,40981.63333,71289,19,70629,35314.5,49095.13092,70030,599,0,0,0,0,92,72,55.62818124,41.72113593,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,72180,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,4738.154613,96.97977279,12030,28467.07217,70135,37,72180,24060,41017.25914,71421,37,70742,35371,49163.72028,70135,607,0,0,0,0,92,72,55.41701302,41.56275977,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
